run_name,seconds,gpu_hours,n_gpus,status
finetune_ib,10310.7,2.8641,1,ok
eval_ib_ib_adapter_n1,100.9,0.0280,1,error
eval_ib_ib_adapter_n1,102.4,0.0284,1,error
eval_ib_ib_adapter_n1,6280.3,1.7445,1,ok
